city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,ai_inst_count,ai_works_recent,geo_city,geo_country_code,top_inst_count,top_inst_ai_works,regions_within_1000,regions_within_1500,providers_within_1000,score_proximity,score_provider_diversity,score_redundancy,score_population,score_institutions,bundle_score,distance_only_score,bundle_gain_vs_distance
Criciúma,Criciuma,-28.6775,-49.3697,Brazil,BR,BRA,Santa Catarina,,211369.0,1076000206,99,627.283962624793,73.07806144467514,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.8975041039082499,1.0,0.4731974454383393,0.20982022816738727,0.0,61.145429260415895,89.75041039082498,-28.604981130409087
North Little Rock,North Little Rock,34.7808,-92.2371,United States,US,USA,Arkansas,,65903.0,1840014632,102,319.84318948954706,85.2210604136771,gcp,us-central2,"Mayes County, Oklahoma, North America",36.3047676,-95.2355722,0.0,0.0,,,0.0,0.0,8,17,2,0.9477387973089575,0.6666666666666666,0.8498100620328151,0.0324243735260297,0.0,61.14306842574098,94.77387973089574,-33.630811305154765
San Vicente del Raspeig,San Vicente del Raspeig,38.3964,-0.5253,Spain,ES,ESP,Valencia,,58978.0,1724135642,89,353.5540419377879,83.79666126762334,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,3,19,2,0.9422305678059408,0.6666666666666666,0.8807875396193516,0.015525547587514458,0.0,61.13391902034062,94.22305678059408,-33.08913776025346
Apucarana,Apucarana,-23.5508,-51.4608,Brazil,BR,BRA,Paraná,,136234.0,1076256387,99,475.9548881541516,78.82204699334278,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.92223071899291,1.0,0.4731974454383393,0.1429619521429483,0.0,61.13161972343571,92.223071899291,-31.091452175855288
Rass el Djebel,Rass el Djebel,37.215,10.12,Tunisia,TN,TUN,Bizerte,,58241.0,1788857696,17,920.5336707270808,63.11152191779297,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.0,0.0,,,0.0,0.0,3,14,3,0.8495881784240102,1.0,0.7962049529094938,0.013611458563695156,0.0,61.13077330905825,84.95881784240102,-23.82804453334277
Lubbock,Lubbock,33.5659,-101.8878,United States,US,USA,Texas,,267648.0,1840020604,106,481.8505400347334,78.59003545137865,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,4,10,2,0.9212673911245923,0.6666666666666666,0.705015029626574,0.2457536258224997,0.0,61.11222547671979,92.12673911245923,-31.01451363573944
Jaén,Jaen,37.7667,-3.7711,Spain,ES,ESP,Andalusia,minor,112757.0,1724699771,89,294.7250618302107,86.2981063384614,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,12,2,0.9518430071341506,0.6666666666666666,0.7541312866141433,0.11417194463559545,0.0,61.098268754112105,95.18430071341506,-34.08603195930295
Texarkana,Texarkana,33.4487,-94.0815,United States,US,USA,Texas,,77964.0,1840021987,106,263.7116351551803,87.64673571562773,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,6,14,2,0.9569104871708344,0.6666666666666666,0.7962049529094938,0.058006165145224296,0.0,61.08958625765415,95.69104871708343,-34.601462459429285
Lençóis Paulista,Lencois Paulista,-22.5986,-48.8003,Brazil,BR,BRA,São Paulo,,66131.0,1076632312,99,230.23676641555392,89.12606273692283,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9623801578024013,1.0,0.4731974454383393,0.03295007266295465,0.0,61.087419083615465,96.23801578024013,-35.15059669662467
Al Qaţīf,Al Qatif,26.5196,50.0115,Saudi Arabia,SA,SAU,Ash Sharqīyah,,368892.0,1682001245,23,66.01819615250643,96.75297568894828,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0,0.0,,,0.0,0.0,4,4,2,0.9892128691690154,0.6666666666666666,0.4731974454383393,0.2945895715232555,0.0,61.08532002118454,98.92128691690154,-37.83596689571699
Assis,Assis,-22.6619,-50.4119,Brazil,BR,BRA,São Paulo,,101597.0,1076782502,99,382.7129364126287,82.58381506312429,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9374661115208831,1.0,0.4731974454383393,0.0983078333283067,0.0,61.07122364233503,93.7466111520883,-32.67538750975328
Shuangcheng,Shuangcheng,45.3503,126.28,China,CN,CHN,Heilongjiang,,130710.0,1156257611,3,867.4443043882056,64.80923014954872,aws,ap-northeast-2,Asia Pacific (Seoul),37.5666791,126.9782914,0.0,0.0,,,0.0,0.0,3,8,3,0.8582627859384079,1.0,0.646015014942309,0.13666128410843084,0.0,61.07065592329741,85.82627859384078,-24.755622670543374
Jiangguanchi,Jiangguanchi,34.0244,113.8201,China,CN,CHN,Henan,minor,4289000.0,1156235735,12,692.6831919759791,70.72708449537983,aws,cn-north-1,China (Beijing),39.906217,116.3912757,0.0,0.0,,,0.0,0.0,2,10,1,0.8868181099797408,0.3333333333333333,0.705015029626574,0.6680249399918002,0.0,61.068323943465245,88.68181099797408,-27.613487054508838
Abilene,Abilene,32.4543,-99.7384,United States,US,USA,Texas,,123420.0,1840019476,106,277.8136439177132,87.03091183791327,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,3,11,2,0.954606270721937,0.6666666666666666,0.7305976016521668,0.12792590646622498,0.0,61.06210345065336,95.4606270721937,-34.39852362154034
Anápolis,Anapolis,-16.3269,-48.9528,Brazil,BR,BRA,Goiás,,366491.0,1076208869,99,832.4093772798662,65.95452552455471,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.8639873643788524,1.0,0.4731974454383393,0.2935956015146347,0.0,61.061390279448716,86.39873643788523,-25.337346158436517
Itapeva,Itapeva,-23.9822,-48.8756,Brazil,BR,BRA,São Paulo,,62957.0,1076767110,99,217.89836020007644,89.67759904063409,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9643962080710988,1.0,0.4731974454383393,0.025463273109838685,0.0,61.055759101066634,96.43962080710989,-35.383861706043255
Nova Lima,Nova Lima,-19.9858,-43.8469,Brazil,BR,BRA,Minas Gerais,,87000.0,1076876220,75,331.0337008892351,84.74555830812413,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.9459103088380639,1.0,0.4731974454383393,0.07469826696182086,0.0,61.054848039524956,94.5910308838064,-33.53618284428144
Ahvāz,Ahvaz,31.3203,48.6692,Iran,IR,IRN,Khūzestān,admin,1184788.0,1364350188,23,602.411038818792,73.99256880286616,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0,0.0,,,0.0,0.0,4,5,2,0.901568248324202,0.6666666666666666,0.5268025545616606,0.4721988859687101,0.0,61.04775154092364,90.1568248324202,-29.109073291496557
Pingdingshan,Pingdingshan,33.735,113.2999,China,CN,CHN,Henan,,4838000.0,1156735124,12,739.1890279340895,69.1014470553484,aws,cn-north-1,China (Beijing),39.906217,116.3912757,0.0,0.0,,,0.0,0.0,2,10,1,0.8792192271546849,0.3333333333333333,0.705015029626574,0.6863591900029116,0.0,61.03938238062968,87.9219227154685,-26.882540334838815
Birigui,Birigui,-21.2889,-50.34,Brazil,BR,BRA,São Paulo,,118352.0,1076546798,99,441.87536185476586,80.17666440870453,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.927799188449425,1.0,0.4731974454383393,0.12154349240493695,0.0,61.03308160562615,92.7799188449425,-31.74683723931635
Palhoça,Palhoca,-27.6444,-48.6678,Brazil,BR,BRA,Santa Catarina,,137334.0,1076000559,99,494.39875273171407,78.0984968063182,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9192170592472313,1.0,0.4731974454383393,0.1441860634220992,0.0,61.02943500279583,91.92170592472313,-30.8922709219273
Boli,Boli,45.7564,130.5759,China,CN,CHN,Heilongjiang,minor,95260.0,1156933394,3,958.1683507572708,61.935034844844736,aws,ap-northeast-2,Asia Pacific (Seoul),37.5666791,126.9782914,0.0,0.0,,,0.0,0.0,3,11,3,0.843438809902488,1.0,0.7305976016521668,0.08850452066430732,0.0,61.02408423084664,84.34388099024879,-23.319796759402152
Mazhang,Mazhang,21.27,110.3193,China,CN,CHN,Guangdong,minor,107819.0,1156411606,1,412.432506703129,81.3657101180849,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,3,4,3,0.9326100428663612,1.0,0.4731974454383393,0.10735553311704453,0.0,61.01269639298521,93.26100428663612,-32.24830789365091
Pariaman,Pariaman,-0.6261,100.1206,Indonesia,ID,IDN,Sumatera Barat,minor,85485.0,1360811086,83,454.8334043809007,79.6588772833882,gcp,asia-southeast1,"Jurong West, Singapore, APAC",1.3434392,103.7058663,0.0,0.0,,,0.0,0.0,5,5,3,0.9256818918828849,1.0,0.5268025545616606,0.07202426465966077,0.0,61.00967796363522,92.56818918828849,-31.558511224653266
Ouro Prêto,Ouro Preto,-20.3853,-43.5036,Brazil,BR,BRA,Minas Gerais,,74036.0,1076240779,75,281.59888443883,86.86635114544582,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.9539877763202768,1.0,0.4731974454383393,0.05013727970520453,0.0,61.00953192996423,95.39877763202767,-34.38924570206344
Pará de Minas,Para de Minas,-19.86,-44.6078,Brazil,BR,BRA,Minas Gerais,,94808.0,1076626301,75,368.0898375652978,83.18984351224064,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.9398554721761816,1.0,0.4731974454383393,0.08778055157627868,0.0,61.00888884226654,93.98554721761816,-32.97665837535162
Flagstaff,Flagstaff,35.1872,-111.6195,United States,US,USA,Arizona,,81974.0,1840020335,33,197.802790287206,90.58320230565812,azure,westus3,"Phoenix, West US 3, US",33.448376,-112.074036,0.0,0.0,,,0.0,0.0,5,12,2,0.9676797504034668,0.6666666666666666,0.7541312866141433,0.06564052539030926,0.0,61.00376719620546,96.76797504034667,-35.76420784414121
Palm Bay,Palm Bay,27.955,-80.6627,United States,US,USA,Florida,,507002.0,1840015094,103,586.2456241624963,74.59305257912891,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,3,8,2,0.9042096177192663,0.6666666666666666,0.646015014942309,0.34299627676617633,0.0,61.00355408439794,90.42096177192663,-29.417407687528687
Molina de Segura,Molina de Segura,38.0548,-1.2131,Spain,ES,ESP,Murcia,,73095.0,1724074824,89,339.0598752683426,84.40614848981556,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,3,16,2,0.9445988614168147,0.6666666666666666,0.8330046822133071,0.048190217623905456,0.0,61.00187795423078,94.45988614168147,-33.45800818745069
Maia,Maia,41.2333,-8.6167,Portugal,PT,PRT,Porto,minor,135306.0,1620000072,89,423.1921521197061,80.92915237766023,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,13,2,0.9308519563149579,0.6666666666666666,0.7759200756309999,0.141921536199042,0.0,61.001702430048944,93.0851956314958,-32.08349320144685
Lanzhou,Lanzhou,36.0617,103.8318,China,CN,CHN,Gansu,admin,3616163.0,1156280566,13,235.1383647308956,88.9079001030383,aws,cn-northwest-1,China (Ningxia),37.3095528,105.96085530747736,1.0,4.0,Lanzhou,CN,1.0,4.0,1,2,1,0.9615792546364561,0.3333333333333333,0.3230075074711545,0.6420505533409293,0.2037466447726882,60.99524076922982,96.15792546364561,-35.162684694415795
Westminster,Westminster,39.8837,-105.0624,United States,US,USA,Colorado,,113166.0,1840021423,58,452.0019115984836,79.7717339207682,azure,westcentralus,"Wyoming, West Central US, US",40.89,-110.234,0.0,0.0,,,0.0,0.0,8,15,2,0.9261445474062252,0.6666666666666666,0.8151801883620247,0.11472307436142921,0.0,60.994330837100804,92.61445474062252,-31.620123903521716
Ferrol,Ferrol,43.4844,-8.2328,Spain,ES,ESP,Galicia,,65560.0,1724806861,89,506.4625356849922,77.62883305349608,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,4,22,2,0.9172458814111543,0.6666666666666666,0.9218795218514612,0.03163008314340772,0.0,60.99247933136921,91.72458814111543,-30.732108809746222
Caratinga,Caratinga,-19.79,-42.1389,Brazil,BR,BRA,Minas Gerais,,92603.0,1076504581,75,363.3824536309571,83.38587738984697,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.9406246414254308,1.0,0.4731974454383393,0.08419857067494442,0.0,60.98592589871649,94.06246414254308,-33.07653824382659
Jinjiang,Jinjiang,19.7386,110.0058,China,CN,CHN,Hainan,minor,142948.0,1156149547,1,515.7163862335514,77.27047991972873,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,3,4,3,0.9157338362118718,1.0,0.4731974454383393,0.1502846126512085,0.0,60.9815843198181,91.57338362118718,-30.59179930136908
Sherman,Sherman,33.6274,-96.6218,United States,US,USA,Texas,,70704.0,1840021953,106,96.03250186163476,95.31182978921284,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,6,11,2,0.9843086418293648,0.6666666666666666,0.7305976016521668,0.043127869104143575,0.0,60.978227734519244,98.43086418293649,-37.452636448417245
Sirsa,Sirsa,29.4904,75.03,India,IN,IND,Haryāna,,181639.0,1356966764,82,232.53920653932173,89.02351806253182,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,2,8,2,0.9620039475407907,0.6666666666666666,0.646015014942309,0.18674658751392517,0.0,60.97158193847514,96.20039475407907,-35.22881281560393
North Richland Hills,North Richland Hills,32.8605,-97.218,United States,US,USA,Texas,,70670.0,1840020703,106,40.45393789006357,97.99762238934626,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,4,10,2,0.9933899750965541,0.6666666666666666,0.705015029626574,0.04305465452337702,0.0,60.956644266111425,99.33899750965541,-38.38235324354399
Jabuticabal,Jabuticabal,-21.255,-48.3219,Brazil,BR,BRA,São Paulo,,75820.0,1076368201,99,298.12413755576824,86.15156400165112,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9512876106420787,1.0,0.4731974454383393,0.053761626776035014,0.0,60.95589050889877,95.12876106420786,-34.172870555309096
Arapongas,Arapongas,-23.4189,-51.4239,Brazil,BR,BRA,Paraná,,124810.0,1076623771,99,472.5947037684058,78.95458660733117,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9227797607828665,1.0,0.4731974454383393,0.12963063769668384,0.0,60.95361167834001,92.27797607828666,-31.324364399946646
Tiruvannāmalai,Tiruvannamalai,12.2604,79.1,India,IN,IND,Tamil Nādu,,138243.0,1356561184,66,140.5732396852524,93.2126615630874,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,4,8,2,0.9770308488235996,0.6666666666666666,0.646015014942309,0.14519024831332056,0.0,60.94931290177842,97.70308488235996,-36.75377198058154
Budaun,Budaun,28.03,79.09,India,IN,IND,Uttar Pradesh,,161555.0,1356639213,82,195.4526901790779,90.6897046629707,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,2,8,2,0.9680637481315133,0.6666666666666666,0.646015014942309,0.1689105307630085,0.0,60.94643311084029,96.80637481315134,-35.85994170231105
Linkou,Linkou,45.2819,130.2519,China,CN,CHN,Heilongjiang,minor,77754.0,1156383623,3,900.0541373091602,63.76108921191833,aws,ap-northeast-2,Asia Pacific (Seoul),37.5666791,126.9782914,0.0,0.0,,,0.0,0.0,3,11,3,0.8529344589831807,1.0,0.7305976016521668,0.05759561188303411,0.0,60.94027656235524,85.29344589831807,-24.353169335962832
Canoas,Canoas,-29.92,-51.18,Brazil,BR,BRA,Rio Grande do Sul,,348208.0,1076009922,99,833.097058162267,65.93185158973046,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,3,4,3,0.8638749998478481,1.0,0.4731974454383393,0.285806054992162,0.0,60.94005250037146,86.38749998478481,-25.447447484413352
Manhuaçu,Manhuacu,-20.2581,-42.0336,Brazil,BR,BRA,Minas Gerais,,79574.0,1076000444,75,318.13518171379377,85.2938706162722,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.9480178795076718,1.0,0.4731974454383393,0.06111748384555685,0.0,60.93543911956532,94.80178795076718,-33.866348831201854
Rowlett,Rowlett,32.9157,-96.5488,United States,US,USA,Texas,,67339.0,1840020711,106,27.88104730352949,98.61561954879616,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,6,10,2,0.9954443392504504,0.6666666666666666,0.705015029626574,0.03570546197215818,0.0,60.928580943999,99.54443392504504,-38.61585298104604
Cuddalore,Cuddalore,11.75,79.75,India,IN,IND,Tamil Nādu,,173676.0,1356544008,66,144.19086484072398,93.0442097232796,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,3,7,2,0.9764397421571983,0.6666666666666666,0.6113851412715186,0.1799227638175739,0.0,60.92720826262432,97.64397421571984,-36.71676595309552
Tinnevelly,Tinnevelly,8.7289,77.7081,India,IN,IND,Tamil Nādu,,542200.0,1356037155,66,543.6425257167803,76.19904449129791,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,2,7,2,0.9111708075657386,0.6666666666666666,0.6113851412715186,0.3532130886010477,0.0,60.91580575071804,91.11708075657387,-30.201275005855827
Iwamizawa,Iwamizawa,43.1961,141.7758,Japan,JP,JPN,Hokkaidō,,79361.0,1392277310,78,853.1161309388909,65.27519621260107,gcp,asia-northeast1,"Tokyo, Japan, APAC",35.6828387,139.7594549,0.0,0.0,,,0.0,0.0,3,10,3,0.8606039568666435,1.0,0.705015029626574,0.06070949414802987,0.0,60.9100261312848,86.06039568666435,-25.150369555379548
Chaohucun,Chaohucun,31.6783,117.7353,China,CN,CHN,Anhui,,782000.0,1156671495,76,889.2185133721491,64.10747227605853,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,2,10,2,0.854704960145828,0.6666666666666666,0.705015029626574,0.408958035132523,0.0,60.89779437721957,85.47049601458279,-24.572701637363224
Cape Town,Cape Town,-33.925,18.425,South Africa,ZA,ZAF,Western Cape,primary,433688.0,1710680650,0,0.8302094151374101,99.95849814364703,aws,af-south-1,Africa (Cape Town),-33.928992,18.417396,0.0,0.0,,,0.0,0.0,2,3,2,0.9998643468301146,0.6666666666666666,0.40759009418101233,0.31922155506549177,0.0,60.896748611902154,99.98643468301147,-39.08968607110931
Jinsha,Jinsha,23.5329,116.6165,China,CN,CHN,Guangdong,,71240.0,1156108304,43,285.81010539405764,86.68363687636833,azure,eastasia,"Hong Kong, East Asia, Asia Pacific",22.267,114.188,0.0,0.0,,,0.0,0.0,4,4,3,0.9532996782798929,1.0,0.4731974454383393,0.04427744603364895,0.0,60.894110503275556,95.3299678279893,-34.43585732471374
Hải Dương,Hai Duong,20.9399,106.3309,Vietnam,VN,VNM,Hải Dương,admin,507469.0,1704909566,1,823.1345862827559,66.26109303231638,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,3,3,3,0.8655028311705343,1.0,0.40759009418101233,0.34313641955728547,0.0,60.88101095289584,86.55028311705343,-25.669272164157583
Patos de Minas,Patos de Minas,-18.5871,-46.5149,Brazil,BR,BRA,Minas Gerais,,150833.0,1076100026,99,550.6514314261577,75.93247589366221,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9100255781096894,1.0,0.4731974454383393,0.15845746581146294,0.0,60.87584679313461,91.00255781096894,-30.126711017834324
Timóteo,Timoteo,-19.5828,-42.6439,Brazil,BR,BRA,Minas Gerais,,90568.0,1076541844,75,373.7560979256948,82.95448940773332,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.938929626039931,1.0,0.4731974454383393,0.08081624697866832,0.0,60.867390427852364,93.8929626039931,-33.025572176140734
Pôrto Ferreira,Porto Ferreira,-21.8539,-47.4789,Brazil,BR,BRA,São Paulo,,54761.0,1076743280,99,199.51957738177936,90.50547963239944,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9673992336962952,1.0,0.4731974454383393,0.004233309819052635,0.0,60.857430676712696,96.73992336962952,-35.88249269291683
Longkoucun,Longkoucun,23.5792,116.7263,China,CN,CHN,Guangdong,,72421.0,1156223355,43,298.0959971467799,86.1527761803019,azure,eastasia,"Hong Kong, East Asia, Asia Pacific",22.267,114.188,0.0,0.0,,,0.0,0.0,4,4,3,0.9512922086815752,1.0,0.4731974454383393,0.046780147764977645,0.0,60.85135224531276,95.12922086815752,-34.27786862284476
Johannesburg,Johannesburg,-26.2044,28.0416,South Africa,ZA,ZAF,Gauteng,admin,4434827.0,1710550792,41,55.49092575868062,97.2635907239074,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,1,3,1,0.9909329864949875,0.3333333333333333,0.40759009418101233,0.6731143284091395,0.0,60.84788579865178,99.09329864949875,-38.24541285084697
Longmont,Longmont,40.1686,-105.1005,United States,US,USA,Colorado,,102474.0,1840020178,58,441.1491276199844,80.20578321441505,azure,westcentralus,"Wyoming, West Central US, US",40.89,-110.234,0.0,0.0,,,0.0,0.0,8,15,2,0.9279178524566396,0.6666666666666666,0.8151801883620247,0.09961614453771594,0.0,60.83865909176169,92.79178524566396,-31.953126153902268
Araxá,Araxa,-19.5928,-46.9408,Brazil,BR,BRA,Minas Gerais,,107337.0,1076259402,99,438.3448715121026,80.31832087081379,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9283760576073744,1.0,0.4731974454383393,0.10667353274675742,0.0,60.833106977071424,92.83760576073745,-32.00449878366602
São Sebastião do Paraíso,Sao Sebastiao do Paraiso,-20.9169,-46.9908,Brazil,BR,BRA,Minas Gerais,,70450.0,1076022954,99,291.5614118717458,86.43472286195629,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9523599359203683,1.0,0.4731974454383393,0.04258006007436923,0.0,60.831060019505365,95.23599359203683,-34.40493357253147
Santiago,Santiago,-33.45,-70.6667,Chile,CL,CHL,Región Metropolitana,primary,7007000.0,1152554349,100,2.030001173991187,99.89855143518643,gcp,southamerica-west1,"Santiago, Chile, South America",-33.4377756,-70.6504502,0.0,0.0,Santiago,CL,1.0,1.0,1,1,1,0.9996683052623809,0.3333333333333333,0.20379504709050617,0.7427417654469383,0.10830182658188217,60.80931179728515,99.9668305262381,-39.15751872895295
Giza,Giza,29.987,31.2118,Egypt,EG,EGY,Al Jīzah,admin,5598402.0,1818925479,21,389.1419175162178,82.31877638026293,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,1.0,13.0,Giza,EG,1.0,13.0,1,1,1,0.936415639615923,0.3333333333333333,0.20379504709050617,0.7085798519775541,0.3109962705301995,60.80719312861081,93.6415639615923,-32.834370832981485
Bắc Ninh,Bac Ninh,21.1861,106.0763,Vietnam,VN,VNM,Bắc Ninh,admin,520000.0,1704025181,1,843.9545997651918,65.57489248020715,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,3,3,3,0.8621009174190726,1.0,0.40759009418101233,0.3468494801405988,0.0,60.80063031158707,86.21009174190726,-25.409461430320192
Baguio City,Baguio City,16.4152,120.5956,Philippines,PH,PHL,Baguio,admin,345366.0,1608164766,76,851.8117586722643,65.31778167573503,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,4,4,3,0.8608170865053252,1.0,0.4731974454383393,0.2845585945236878,0.0,60.79902405964342,86.08170865053252,-25.282684590889097
Colatina,Colatina,-19.5389,-40.6308,Brazil,BR,BRA,Espírito Santo,,111788.0,1076751743,75,459.5823314780656,79.46995456677324,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.9249059346333777,1.0,0.4731974454383393,0.11285819212157423,0.0,60.78707194873382,92.49059346333777,-31.703521514603956
Wichita Falls,Wichita Falls,33.9072,-98.5291,United States,US,USA,Texas,,104683.0,1840021923,106,204.21717004835236,90.2931501506663,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,6,10,2,0.9666316643042455,0.6666666666666666,0.705015029626574,0.10286254966615455,0.0,60.783430261560746,96.66316643042455,-35.87973616886381
Centennial,Centennial,39.5926,-104.8674,United States,US,USA,Colorado,,110937.0,1840018792,58,477.7132170940063,78.75277990322311,azure,westcentralus,"Wyoming, West Central US, US",40.89,-110.234,0.0,0.0,,,0.0,0.0,8,15,2,0.921943414500762,0.6666666666666666,0.8151801883620247,0.11169499545107588,0.0,60.78086433722698,92.1943414500762,-31.413477112849215
Xinyang,Xinyang,32.1264,114.0672,China,CN,CHN,Henan,,6634000.0,1156273453,12,889.8739137354613,64.08646768753985,aws,cn-north-1,China (Beijing),39.906217,116.3912757,0.0,0.0,,,0.0,0.0,2,10,1,0.8545978701331078,0.3333333333333333,0.705015029626574,0.7344152138276909,0.0,60.77536845713829,85.45978701331079,-24.684418556172496
Solok,Solok,-0.7883,100.6542,Indonesia,ID,IDN,Sumatera Barat,,68602.0,1360178406,83,413.90397020414406,81.30586879802738,gcp,asia-southeast1,"Jurong West, Singapore, APAC",1.3434392,103.7058663,0.0,0.0,,,0.0,0.0,5,5,3,0.9323696111335431,1.0,0.5268025545616606,0.03853394346351539,0.0,60.77483191571936,93.23696111335431,-32.46212919763495
