city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,ai_inst_count,ai_works_recent,geo_city,geo_country_code,top_inst_count,top_inst_ai_works,regions_within_1000,regions_within_1500,providers_within_1000,score_proximity,score_provider_diversity,score_redundancy,score_population,score_institutions,bundle_score,distance_only_score,bundle_gain_vs_distance
Toulouse,Toulouse,43.6045,1.444,France,FR,FRA,Occitanie,admin,968638.0,1250258110,69,65.71113262532357,96.76783148432756,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,5.0,623.0,Toulouse,FR,5.0,623.0,19,24,3,0.9892630422218128,1.0,0.9463948908766786,0.4415380383081508,0.7637360673914192,86.84555663751624,98.92630422218129,-12.080747584665048
Shenzhen,Shenzhen,22.535,114.054,China,CN,CHN,Guangdong,minor,15929000.0,1156158707,1,30.55095949533688,98.48405985907084,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,2.0,978.0,Shenzhen,CN,2.0,978.0,4,4,3,0.9950080854022881,1.0,0.4731974454383393,0.86774752127563,0.7745491261403338,86.53273480890607,99.50080854022882,-12.968073731322747
Pune,Pune,18.5196,73.8553,India,IN,IND,Mahārāshtra,,7764000.0,1356081074,42,9.723266853164484,99.5150165185286,azure,centralindia,"Pune, Central India, Asia Pacific",18.5822,73.9197,3.0,236.0,Pune,IN,3.0,236.0,8,9,3,0.9984112539002525,1.0,0.6769924925288455,0.7583574461495652,0.6417780865820369,86.09337053491683,99.84112539002525,-13.747754855108425
Singapore,Singapore,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5745000.0,1702341327,35,4.126890876153578,99.79386820019242,azure,southeastasia,"Singapore, Southeast Asia, Asia Pacific",1.283,103.833,4.0,1072.0,Singapore,SG,4.0,1072.0,5,5,3,0.9993256811848746,1.0,0.5268025545616606,0.7125144753752332,0.8107040381314535,85.7233432684202,99.93256811848747,-14.209224850067272
Pittsburgh,Pittsburgh,40.4396,-79.9762,United States,US,USA,Pennsylvania,,1703266.0,1840001254,26,231.09709819744083,89.08773198962041,aws,us-east-2,US East (Ohio),40.2253569,-82.6881395,1.0,965.0,Pittsburgh,US,1.0,965.0,14,18,3,0.962239582748399,1.0,0.8657065876392923,0.5274512925513954,0.7520391747896497,85.66753913464102,96.2239582748399,-10.556419140198884
Dublin,Dublin,53.3497,-6.2603,Ireland,IE,IRL,Dublin,primary,1173179.0,1372595407,18,0.0073893931582779,99.99963053102462,aws,eu-west-1,EU (Ireland),53.3497645,-6.2602732,1.0,179.0,Dublin,IE,1.0,179.0,13,26,3,0.9999987926002919,1.0,0.9690225224134634,0.47070004838927204,0.5770215254043831,85.25111314711845,99.99987926002919,-14.748766112910744
Prague,Prague,50.0833,14.4167,Czechia,CZ,CZE,"Praha, Hlavní Město",primary,1335084.0,1203744823,48,408.9600634871976,81.50710173020713,azure,germanywestcentral,"Frankfurt, Germany West Central, Europe",50.110924,8.682127,3.0,381.0,Prague,CZ,3.0,381.0,17,29,3,0.9331774273369529,1.0,1.0,0.4903782517714262,0.6915020240228312,85.05530123039198,93.31774273369528,-8.262441503303307
Seattle,Seattle,47.6211,-122.3244,United States,US,USA,Washington,,3789215.0,1840021117,32,190.92202702997636,90.89537978765172,azure,westus2,"Washington, West US 2, US",47.233,-119.852,4.0,844.0,Seattle,US,4.0,844.0,3,8,3,0.9688040418533771,1.0,0.646015014942309,0.6491660085753647,0.7858215613758586,84.96720044753806,96.88040418533771,-11.913203737799648
Birmingham,Birmingham,52.48,-1.9025,United Kingdom,GB,GBR,Birmingham,,2897303.0,1826423213,73,142.35252336194603,93.12977255572864,azure,ukwest,"Cardiff, UK West, Europe",51.427,-3.084,1.0,53.0,Birmingham,GB,1.0,53.0,21,28,3,0.9767401204043986,1.0,0.9900324656668077,0.608314128277399,0.45161049436566014,84.81896114082396,97.67401204043986,-12.855050899615904
Grenoble,Grenoble,45.1715,5.7224,France,FR,FRA,Auvergne-Rhône-Alpes,minor,687985.0,1250071647,72,119.41166588710348,94.20416104364035,azure,switzerlandwest,"Geneva, Switzerland West, Europe",46.204391,6.143158,3.0,340.0,Grenoble,FR,3.0,340.0,22,25,3,0.9804885722764314,1.0,0.9579263337046495,0.3894608820728564,0.6796753996503592,84.62548212247523,98.04885722764314,-13.423375105167906
Stuttgart,Stuttgart,48.7761,9.1775,Germany,DE,DEU,Baden-Württemberg,admin,634830.0,1276171358,92,152.6551725357814,92.6512644021429,gcp,europe-west3,"Frankfurt, Germany Europe",50.1106444,8.6820917,1.0,309.0,Stuttgart,DE,1.0,309.0,22,29,3,0.9750567053609587,1.0,1.0,0.3772211302197461,0.633646868934023,84.16528820174489,97.50567053609586,-13.340382334350977
